06386030,Rua Angelina,Jardim Ângela Maria,2098,26
06386040,Rua Ingá,Jardim Ângela Maria,2098,26
06386050,Rua Caucaia,Jardim Ângela Maria,2098,26
06386060,Rua Iperó,Jardim Ângela Maria,2098,26
06386070,Rua Adolfo Salvo,Jardim Ângela Maria,2098,26
06386075,Rua Rubiatuba,Cidade Ariston Estela Azevedo,2098,26
06386080,Rua Pontes,Jardim Ângela Maria,2098,26
06386090,Rua Ferraz de Vasconcelos,Jardim Maria Helena,2098,26
06386095,Rua Hiroshe Okabe,Jardim Maria Helena,2098,26
06386100,Rua Fernando Prestes,Jardim Maria Helena,2098,26
06386110,Rua Califórnia,Vila Tambory,2098,26
06386120,Rua Tereza Maria,Jardim Ana Maria,2098,26
06386130,Rua São Pedro,Jardim Ana Maria,2098,26
06386140,Rua Basílio,Jardim Ana Maria,2098,26
06386150,Rua São Carlos,Jardim Ana Maria,2098,26
06386160,Rua Marli,Jardim Ana Maria,2098,26
06386170,Rua Dirceu,Jardim Ana Maria,2098,26
06386180,Rua Lamar Maria,Jardim Ângela Maria,2098,26
06386190,Rua Márcia Tereza,Jardim Ana Maria,2098,26
06386200,Rua Álvaro de Almeida,Vila Clara,2098,26
06386210,Rua Vitória,Jardim Ana Maria,2098,26
06386220,Rua Irack Govedise,Jardim Ercy,2098,26
06386230,Rua Benjamin Pereira Alcântara,Jardim Ercy,2098,26
06386250,Rua José Custódio de Almeida,Vila Clara,2098,26
06386260,Avenida Lídia,Vila Creti,2098,26
06386270,Rua General Salgado,Vila Tambory,2098,26
06386280,Rua Gastão Vidigal,Vila Tambory,2098,26
06386290,Rua Ivany,Vila Creti,2098,26
06386300,Rua Liliane Regina,Vila Creti,2098,26
06386310,Rua Nena,Vila Creti,2098,26
06386320,Rua Basílio Komaroff,Jardim Felipe,2098,26
06386330,Rua Stanislau Kulas,Jardim Felipe,2098,26
06386340,Rua Carmem,Jardim Felipe,2098,26
06386350,Rua Pedro Kulas,Jardim Felipe,2098,26
06386360,Rua Avahir Wanderley de Lima,Jardim Paulista,2098,26
06386370,Rua Batalha,Vila Clara,2098,26
06386390,Rua Monte Belo,Vila Clara,2098,26
06386400,Rua Sandra Regina,Vila Clara,2098,26
06386420,Rua Saturnino Ferreira da Silva,Vila Clara,2098,26
06386430,Avenida Amália,Jardim Paulista,2098,26
06386440,Rua Iaçu,Vila Clara,2098,26
06386450,Rua Guanandi,Jardim Ana Maria,2098,26
06386460,Rua Itapira,Jardim Ana Maria,2098,26
06386480,Viela Itararé,Jardim Ana Maria,2098,26
06386490,Viela Irece,Jardim Ana Maria,2098,26
06386500,Rua Itaberá,Jardim Ana Maria,2098,26
06386520,Rua das Palmas,Jardim Ana Maria,2098,26
06386530,Rua dos Lírios,Jardim Ana Maria,2098,26
06386540,Rua das Rosas,Jardim Ana Maria,2098,26
06386550,Rua dos Cravos,Jardim Ana Maria,2098,26
06386560,Viela Crisântemos,Jardim Ana Maria,2098,26
06386570,Rua Benedito Roque Alves,Jardim Ana Maria,2098,26
06386580,Rua Mário,Jardim Ana Maria,2098,26
06386590,Rua Ana Maria,Jardim Ana Maria,2098,26
06386600,Rua Ana Lúcia,Vila Três Irmãos,2098,26
06386610,Rua Pedro Cioban,Vila Três Irmãos,2098,26
06386620,Travessa Zazanov,Jardim Ana Maria,2098,26
06386630,Rua Monte Alegre,Jardim Ana Maria,2098,26
06386640,Rua Caibi,Vila Três Irmãos,2098,26
06386650,Rua Elizabeth G. Pimentel,Vila Creti,2098,26
06386660,Rua Faride G. Pimentel,Vila Creti,2098,26
06386670,Rua Nair Teixeira,Vila Creti,2098,26
06386680,Rua Marina Teixeira,Vila Creti,2098,26
06386690,Rua Castro Alves,Vila Creti,2098,26
06386700,Rua Dona Feodwoska,Jardim Ana Maria,2098,26
06386710,Rua Eduardo,Jardim Ana Maria,2098,26
06386720,Travessa Josefa Prudente de França Pereira,Vila Creti,2098,26
06386740,Rua Eliana Regina,Vila Creti,2098,26
06387000,Rua Farão,Parque Sampaio Viana,2098,26
06387900,"Residencial Alice, Avenida Inocêncio Seráfico, 3333",Jardim Planalto,2098,26
06390000,Rua Maria Dimona Neves,Vila Menk,2098,26
06390010,Rua Bocaina,Vila Menk,2098,26
06390020,Rua Ibiúna,Vila Menk,2098,26
06390040,Rua Maura dos Santos,Vila Menk,2098,26
06390050,Rua Sampaio Viana,Vila Menk,2098,26
06390060,Rua Apis,Vila Menk,2098,26
06390070,Estrada do Aderno,Vila América,2098,26
06390075,Avenida Lord,Jardim das Palmeiras,2098,26
06390077,Avenida dos Abreus,Jardim das Palmeiras,2098,26
06390079,Avenida Arlanza,Jardim das Palmeiras,2098,26
06390080,Rua João Di Bastiani,Vila América,2098,26
06390090,Rua Líbero Marchesi,Vila América,2098,26
06390100,Avenida Itapetininga,Vila Santo Antônio,2098,26
06390110,Rua Valentim Komarof,Vila Santo Antônio,2098,26
06390120,Rua Nelson Rodrigues Campos,Vila Santo Antônio,2098,26
06390130,Rua Itapetininga,Vila Nossa Senhora Aparecida,2098,26
06390140,Rua Y. Kakizaki,Vila Santo Antônio,2098,26
06390150,Rua Sakamoto,Vila Santo Antônio,2098,26
06390160,Rua Itapecerica da Serra,Vila Nossa Senhora Aparecida,2098,26
06390170,Rua Itanhaém,Vila Nossa Senhora Aparecida,2098,26
06390180,Estrada Jathay,Vila Nossa Senhora Aparecida,2098,26
06390190,Caminho Itapeva,Vila Nossa Senhora Aparecida,2098,26
06390200,Rua dos Pássaros,Vila Nossa Senhora Aparecida,2098,26
06390210,Caminho Itaporanga,Vila Nossa Senhora Aparecida,2098,26
06390212,Rua Pelicano,Vila Nossa Senhora Aparecida,2098,26
06390220,Caminho Itapevi,Vila Nossa Senhora Aparecida,2098,26
06390221,Rua Miguel Abade,Alto da Vila Menck,2098,26
06390222,Rua Rio Amazonas,Alto da Vila Menck,2098,26
06390223,Rua Rio Tocantins,Alto da Vila Menck,2098,26
06390225,Rua Cláudio Celestino de Freitas,Alto da Vila Menck,2098,26
